Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
17;1033837;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;2;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;52;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1033857;;Лечение;1;;женский;0;0;высшее;другое;;1;92;48;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1033877;Поступление зарплаты на счет;Ремонт;0;0.21;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;19;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1033897;Поступление зарплаты на счет;Ремонт;1;0.14;мужской;0;0;высшее;менеджер среднего звена;>250;0;26;37;Другое;ОАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;8;1;0;0;50;50;0;0;0;0;0;0;0
17;1033917;2НДФЛ;Ремонт;1;0.31;мужской;0;0;высшее;специалист;>250;0;31;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1033937;2НДФЛ;Ремонт;1;0.54;женский;0;0;среднее-специальное;специалист;< 50;0;47;52;Другое;ООО;женат / замужем;4;4;0;0;0;0.03125;1;3;3;3;0.4444444444;4;5;93;9;4;1;1;89;1;1;0;0;0;0;0
17;1033957;Свободная форма с печатью работодателя;Ремонт;1;0.37;женский;0;0;среднее-специальное;специалист;>250;0;68;38;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0769230769;0;0;0;0;0.3333333333;1;2;24;3;0;0;36;82;1;1;1;1;0;0;0
17;1033977;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.33;мужской;0;0;высшее;менеджер среднего звена;>250;0;11;26;Другое;ООО;женат / замужем;3;1;1;0;0;0;0;1;1;1;0.5;1;1;8;2;1;1;1;7;0;0;0;0;0;0;0
17;1033997;Форма банка (без печати работодателя);Покупка автомобиля;0;0.51;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034017;2НДФЛ;Ремонт;0;0.27;женский;0;0;высшее;менеджер среднего звена;>250;0;75;31;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;56;3;0;0;20;37;0;0;0;0;0;0;0
17;1034037;Форма банка (без печати работодателя);Ремонт;0;0.26;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;114;50;Юридические услуги;ООО;женат / замужем;0;0;0;0;0;0.0454545455;0;0;0;0;0.5;1;1;21;2;0;1;17;17;1;0;0;0;0;0;0
17;1034057;Поступление зарплаты на счет;Покупка автомобиля;0;0.48;мужской;2;0;среднее-специальное;специалист;>250;0;173;41;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0.0347826087;0;0;0;0;0.1666666667;1;5;111;6;0;4;15;94;1;0;0;0;0;0;0
17;1034077;Поступление зарплаты на счет;Покупка автомобиля;1;0.24;мужской;1;0;высшее;менеджер среднего звена;>250;0;15;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0133333333;0;0;0;0;0.4;2;3;74;5;1;0;39;94;1;0;0;0;0;0;0
17;1034097;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;1;311;46;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;1;0;0;0.2727272727;3;8;87;11;1;1;3;91;0;0;0;0;0;0;0
17;1034117;Поступление зарплаты на счет;Ремонт;0;0.28;мужской;0;1;незаконченное высшее;специалист;>250;0;34;27;Другое;ЗАО;холост / не замужем;1;1;1;1;1;0.0298507463;0;0;0;0;0.375;3;5;65;8;0;0;16;26;1;0;0;0;0;0;0
17;1034137;Поступление зарплаты на счет;Ремонт;1;0.08;мужской;1;0;высшее;менеджер среднего звена;>250;1;23;31;Торговля;ОАО;холост / не замужем;1;1;1;1;1;0;1;1;0;0;1;1;0;2;1;1;0;5;5;0;0;0;0;0;0;0
17;1034157;2НДФЛ;Ремонт;1;0.59;женский;0;0;второе высшее;специалист;>250;1;15;30;Сельское и лесное хозяйство;ОАО;холост / не замужем;5;5;3;2;1;0.2772277228;0;1;1;1;0.3;3;7;73;10;1;1;1;53;1;1;1;1;0;0;0
17;1034177;Поступление зарплаты на счет;Обучение;1;0.47;мужской;0;0;высшее;специалист;>250;0;49;31;Торговля;ЗАО;холост / не замужем;1;0;0;0;0;0.0166666667;0;0;0;0;0.3333333333;1;2;59;3;0;2;19;36;1;0;0;0;0;0;0
17;1034197;2НДФЛ;Ремонт;0;0.54;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034217;2НДФЛ;Ремонт;1;0.54;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;101;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034237;Поступление зарплаты на счет;Ремонт;1;0.37;женский;2;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034257;2НДФЛ;Ремонт;0;0.49;мужской;0;0;среднее-специальное;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034277;Поступление зарплаты на счет;Ремонт;0;0.43;женский;0;0;высшее;специалист;>250;0;126;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034297;Форма банка (без печати работодателя);Покупка автомобиля;1;0.56;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034317;Поступление зарплаты на счет;Ремонт;1;0.41;женский;1;0;высшее;менеджер среднего звена;>250;1;44;39;Торговля;ЗАО;повторный брак;1;1;1;1;1;0.0070422535;0;0;0;0;0.3;3;7;141;10;0;3;7;98;1;0;0;0;0;0;0
17;1034337;Поступление зарплаты на счет;Покупка мебели;1;0.14;мужской;2;0;незаконченное высшее;рабочий;>250;0;40;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034357;Поступление зарплаты на счет;Ремонт;1;0.3;женский;0;0;высшее;специалист;>250;0;39;32;Информационные технологии;ООО;холост / не замужем;1;1;1;1;1;0;1;0;0;0;0;0;1;5;1;0;0;31;31;0;0;0;0;0;0;0
17;1034377;2НДФЛ;Покупка автомобиля;1;0.45;мужской;1;0;среднее-специальное;рабочий;>250;3;21;33;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;1;1;1;0.5;2;2;66;4;1;1;0;40;0;0;0;0;0;0;0
17;1034397;Поступление зарплаты на счет;Ремонт;1;0.11;женский;1;0;среднее-специальное;рабочий;>250;0;26;37;Другое;ООО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;1;1;0;10;1;0;0;10;10;0;0;0;0;0;0;0
17;1034417;2НДФЛ;Лечение;1;0.48;мужской;1;0;высшее;менеджер среднего звена;>250;1;66;42;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034437;Форма банка (без печати работодателя);Ремонт;0;0.17;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034457;Поступление зарплаты на счет;Ремонт;1;0.07;женский;0;0;высшее;менеджер среднего звена;>250;0;129;35;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.2419354839;0;2;0;0;0.5;2;2;47;4;0;1;4;72;1;1;0;0;0;0;0
17;1034477;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.27;женский;0;0;высшее;вспомогательный персонал;>250;0;9;24;Другое;ООО;холост / не замужем;2;1;1;1;0;0.18;0;0;0;0;0.75;3;1;41;4;1;0;14;34;1;1;0;0;0;0;0
17;1034497;2НДФЛ;Ремонт;0;0.52;мужской;0;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;44;31;Торговля;ООО;женат / замужем;2;1;1;1;1;0;0;0;0;0;0.5;1;1;23;2;0;0;20;52;0;0;0;0;0;0;0
17;1034517;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;7;36;Другое;ЗАО;женат / замужем;1;1;1;1;1;0.2666666667;0;0;0;0;1;1;0;11;1;0;0;31;31;1;1;0;0;0;0;0
17;1034537;Поступление зарплаты на счет;Отпуск;1;0.16;женский;0;0;высшее;специалист;>250;0;8;30;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.0256410256;0;0;0;0;0.25;1;3;38;4;0;0;17;38;1;0;0;0;0;0;0
17;1034557;2НДФЛ;Покупка недвижимости/ строительство;0;0.28;женский;1;0;среднее-специальное;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034577;Свободная форма с печатью работодателя;Ремонт;0;0.31;женский;1;0;второе высшее;менеджер среднего звена;< 50;1;74;32;Другое;ООО;женат / замужем;3;3;0;0;0;0.0909090909;0;1;0;0;0.5;2;2;30;4;0;1;4;56;1;0;0;0;0;0;0
17;1034597;2НДФЛ;Покупка бытовой техники;1;0.49;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034617;Поступление зарплаты на счет;Ремонт;1;0.35;женский;0;0;высшее;менеджер среднего звена;>250;1;70;50;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;3;6;94;9;1;2;10;100;0;0;0;0;0;0;0
17;1034637;Форма банка (без печати работодателя);Ремонт;0;0.54;женский;1;0;среднее-специальное;менеджер среднего звена;< 50;0;56;37;Торговля;ООО;женат / замужем;3;2;1;0;0;0;1;0;0;0;0.3;3;7;67;10;2;1;7;80;0;0;0;0;0;0;0
17;1034657;Поступление зарплаты на счет;Другое;1;0.28;женский;0;0;незаконченное высшее;специалист;>250;0;6;26;Информационные технологии;ОАО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.5;2;2;24;4;1;0;9;60;0;0;0;0;0;0;0
17;1034677;Поступление зарплаты на счет;Покупка автомобиля;0;0.32;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;13;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034697;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;2;0;высшее;менеджер среднего звена;>250;0;106;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034717;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;высшее;менеджер высшего звена;< 50;0;50;36;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034737;Поступление зарплаты на счет;Лечение;1;0.45;женский;0;0;высшее;торговый представитель;< 50;0;456;55;Другое;ООО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0;1;3;117;4;0;0;73;102;0;0;0;0;0;0;0
17;1034757;2НДФЛ;Покупка недвижимости/ строительство;1;0.32;мужской;2;0;высшее;менеджер среднего звена;>250;0;125;43;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.4285714286;3;4;88;7;1;2;19;86;0;0;0;0;0;0;0
17;1034777;2НДФЛ;Ремонт;1;0.26;женский;2;0;среднее-специальное;рабочий;>250;1;87;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034797;Форма банка (без печати работодателя);Ремонт;0;0.1;женский;0;0;высшее;менеджер среднего звена;< 50;0;14;47;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034817;2НДФЛ;Ремонт;0;0.46;мужской;0;0;второе высшее;торговый представитель;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034837;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;высшее;вспомогательный персонал;< 50;3;6;40;Другое;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
17;1034857;Поступление зарплаты на счет;Ремонт;0;0.35;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;6;30;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
17;1034877;Форма банка (без печати работодателя);Ремонт;1;0.26;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;11;26;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
17;1034897;2НДФЛ;Ремонт;1;0.43;мужской;1;0;высшее;специалист;>250;1;82;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034917;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;0;51;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034937;2НДФЛ;Ремонт;0;0.48;женский;1;0;второе высшее;специалист;< 50;1;28;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034957;Форма банка (без печати работодателя);Ремонт;0;0.25;мужской;1;0;незаконченное высшее;торговый представитель;>250;0;12;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034977;Форма банка (без печати работодателя);Покупка земли;0;0.54;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;40;53;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1034997;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;3;42;31;Торговля;ЗАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;28;2;0;1;15;15;0;0;0;0;0;0;0
17;1035017;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.23;мужской;3;0;высшее;менеджер среднего звена;>250;0;6;45;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035037;Поступление зарплаты на счет;Покупка мебели;1;0.37;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;7;30;Торговля;ООО;холост / не замужем;1;1;1;0;0;0.0909090909;0;0;0;0;0.5;1;1;20;2;0;0;11;36;1;1;0;0;0;0;0
17;1035057;2НДФЛ;Ремонт;1;0.23;мужской;0;0;высшее;специалист;>250;0;355;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035077;Свободная форма с печатью работодателя;Ремонт;1;0.39;мужской;0;0;высшее;вспомогательный персонал;>250;0;30;44;Торговля;ООО;женат / замужем;4;1;1;1;1;0.3581081081;0;2;1;0;0.3125;5;11;95;16;4;0;2;44;1;1;1;1;0;0;1
17;1035097;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.51;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;41;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035117;Форма банка (без печати работодателя);Ремонт;0;0.24;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035137;2НДФЛ;Покупка недвижимости/ строительство;0;0.51;мужской;3;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035157;Поступление зарплаты на счет;Ремонт;1;0.35;мужской;0;0;среднее;рабочий;>250;0;41;26;Другое;ОАО;холост / не замужем;0;0;0;0;0;0;0;2;0;0;0.75;3;1;49;4;2;1;3;28;0;0;0;0;0;0;0
17;1035177;Форма банка (без печати работодателя);Ремонт;0;0.45;мужской;3;0;среднее-специальное;вспомогательный персонал;>250;0;121;43;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035197;Поступление зарплаты на счет;Ремонт;1;0.33;женский;1;0;высшее;менеджер среднего звена;>250;1;109;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035217;Поступление зарплаты на счет;Покупка автомобиля;0;0.35;мужской;1;0;высшее;вспомогательный персонал;>250;0;10;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;1;1;0;7;1;1;0;5;5;0;0;0;0;0;0;0
17;1035237;2НДФЛ;Ремонт;1;0.49;мужской;0;0;незаконченное высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035257;Форма банка (без печати работодателя);Ремонт;1;0.35;мужской;1;0;высшее;вспомогательный персонал;>250;0;203;42;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035277;2НДФЛ;Покупка недвижимости/ строительство;1;0.27;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;153;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035297;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.4;мужской;1;0;среднее-специальное;специалист;< 50;0;20;36;Торговля;Индивидуальный предприниматель;холост / не замужем;1;0;0;0;0;0.1111111111;0;0;0;0;0.3125;5;11;200;16;1;4;8;101;1;1;0;0;0;0;0
17;1035317;Поступление зарплаты на счет;Покупка автомобиля;0;0.17;женский;2;0;высшее;специалист;>250;0;158;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035337;Поступление зарплаты на счет;Ремонт;1;0.17;женский;0;0;высшее;специалист;>250;0;46;29;Торговля;ЗАО;холост / не замужем;1;0;0;0;0;0;0;1;1;0;0.1666666667;1;5;72;6;0;2;2;84;0;0;0;0;0;0;0
17;1035357;Поступление зарплаты на счет;Ремонт;1;0.22;женский;0;0;высшее;менеджер среднего звена;>250;0;43;47;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;12;1;0;0;13;13;0;0;0;0;0;0;0
17;1035377;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.39;женский;0;0;высшее;вспомогательный персонал;>250;0;173;47;Другое;ООО;женат / замужем;1;0;0;0;0;0;0;1;1;0;1;1;0;2;1;0;0;2;2;0;0;0;0;0;0;0
17;1035397;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;вспомогательный персонал;>250;0;42;44;Другое;ООО;холост / не замужем;2;2;2;2;0;0;0;0;0;0;0.4;2;3;48;5;0;0;9;63;0;0;0;0;0;0;0
17;1035417;2НДФЛ;Отпуск;0;0.21;мужской;0;0;второе высшее;менеджер среднего звена;>250;0;96;38;Торговля;ООО;холост / не замужем;2;1;1;1;0;0.0847457627;0;1;0;0;0.5;2;2;54;4;0;0;3;98;1;1;0;0;0;0;0
17;1035437;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;2;0;высшее;специалист;>250;0;139;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035457;Свободная форма с печатью работодателя;Ремонт;1;0.58;мужской;2;0;высшее;менеджер среднего звена;>250;0;74;37;Торговля;ООО;повторный брак;4;4;4;2;2;0.0297297297;1;0;0;0;0.4666666667;7;8;359;15;2;0;17;81;1;0;0;0;0;0;0
17;1035477;Поступление зарплаты на счет;Отпуск;1;0.12;женский;1;0;высшее;рабочий;>250;0;13;28;Торговля;ООО;женат / замужем;2;1;1;1;1;0;0;1;0;0;1;2;0;16;2;2;0;4;10;0;0;0;0;0;0;0
17;1035497;Свободная форма с печатью работодателя;Ремонт;0;0.48;мужской;1;0;высшее;специалист;>250;0;6;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035517;2НДФЛ;Ремонт;1;0.29;женский;0;0;среднее-специальное;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035537;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035557;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.24;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;30;30;Другое;ООО;женат / замужем;0;0;0;0;0;0.023255814;1;0;0;0;0.25;1;3;84;4;0;2;15;64;1;0;0;0;0;0;0
17;1035577;Поступление зарплаты на счет;Другое;0;0.45;женский;2;0;высшее;специалист;>250;0;127;44;Информационные технологии;ООО;женат / замужем;2;0;0;0;0;0.0143884892;0;0;0;0;0.6;3;2;137;5;2;0;16;84;1;0;0;0;0;0;0
17;1035597;Форма банка (без печати работодателя);Ремонт;0;0.44;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035617;2НДФЛ;Ремонт;1;0.31;мужской;0;0;среднее-специальное;рабочий;< 50;0;29;45;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.0128205128;0;1;0;0;0.1666666667;1;5;77;6;1;2;3;94;1;0;0;0;0;0;0
17;1035637;Поступление зарплаты на счет;Отпуск;0;0.14;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;89;29;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.1428571429;1;6;161;7;0;5;7;53;0;0;0;0;0;0;0
17;1035657;Форма банка (без печати работодателя);Ремонт;1;0.22;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035677;Поступление зарплаты на счет;Ремонт;0;0.42;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;7;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035697;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;74;47;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0466666667;1;0;0;0;0.5;3;1;143;4;2;1;9;105;1;0;0;0;0;0;0
17;1035717;2НДФЛ;Покупка недвижимости/ строительство;0;0.53;женский;2;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035737;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.28;мужской;0;0;высшее;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035757;Свободная форма с печатью работодателя;Покупка земли;0;0.48;мужской;1;0;среднее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035777;2НДФЛ;Ремонт;0;0.3;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035797;Форма банка (без печати работодателя);Покупка земли;0;0.2;женский;1;0;высшее;специалист;< 50;0;44;30;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0093457944;1;0;0;0;0.5;3;3;106;6;2;1;19;66;1;0;0;0;0;0;0
17;1035817;2НДФЛ;Покупка автомобиля;0;0.44;мужской;0;0;среднее-специальное;рабочий;>250;0;156;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035837;Форма банка (без печати работодателя);Другое;0;0.22;мужской;2;0;высшее;специалист;>250;0;39;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035857;2НДФЛ;Покупка недвижимости/ строительство;1;0.25;мужской;2;0;среднее;специалист;>250;0;11;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035877;Поступление зарплаты на счет;Ремонт;0;0.52;мужской;1;0;высшее;специалист;>250;0;61;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035897;2НДФЛ;Ремонт;0;0.49;женский;2;0;высшее;рабочий;>250;0;11;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035917;Свободная форма с печатью работодателя;Ремонт;0;0.4;женский;0;0;среднее-специальное;менеджер среднего звена;< 50;3;119;44;Другое;ООО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0;0;2;7;2;0;0;57;65;0;0;0;0;0;0;0
17;1035937;2НДФЛ;Ремонт;0;0.12;мужской;2;0;высшее;менеджер среднего звена;>250;0;29;32;Торговля;ОАО;женат / замужем;3;3;3;3;2;0.0120845921;1;0;0;0;0.1333333333;2;13;327;15;0;7;8;101;1;0;0;0;0;0;0
17;1035957;Поступление зарплаты на счет;Ремонт;1;0.29;женский;2;0;среднее;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1035977;2НДФЛ;Покупка земли;0;0.54;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;102;55;Другое;ОАО;холост / не замужем;0;0;0;0;0;0.0588235294;0;0;0;0;0.5;1;1;80;2;0;1;35;55;1;0;0;0;0;0;0
17;1035997;2НДФЛ;Покупка автомобиля;0;0.51;женский;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036017;;Ремонт;0;;женский;1;0;высшее;другое;;1;16;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036037;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.38;мужской;0;0;второе высшее;менеджер среднего звена;>250;0;73;27;Другое;ООО;холост / не замужем;5;5;2;1;1;;;;;;;;;;;;;;;;;;;;;
17;1036057;Поступление зарплаты на счет;Ремонт;0;0.34;мужской;1;0;среднее-специальное;рабочий;>250;0;10;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036077;Поступление зарплаты на счет;Ремонт;1;0.48;мужской;0;0;среднее-специальное;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036097;Поступление зарплаты на счет;Покупка автомобиля;0;0.45;женский;1;0;высшее;менеджер высшего звена;< 50;1;15;25;Другое;ООО;разведен / разведена;1;0;0;0;0;0;0;0;0;0;1;1;0;9;1;1;0;9;9;0;0;0;0;0;0;0
17;1036117;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;среднее-специальное;рабочий;>250;0;44;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036137;Поступление зарплаты на счет;Обучение;1;0.25;мужской;1;0;высшее;вспомогательный персонал;>250;0;76;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036157;Поступление зарплаты на счет;Отпуск;0;0.33;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036177;Поступление зарплаты на счет;Ремонт;0;0.59;мужской;0;0;незаконченное высшее;специалист;>250;0;57;29;Другое;ЗАО;женат / замужем;10;3;2;2;2;0.0227272727;0;0;0;0;0.3333333333;2;4;86;6;1;0;14;98;1;0;0;0;0;0;0
17;1036197;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.39;мужской;0;0;высшее;специалист;>250;0;56;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1036217;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.38;женский;0;0;среднее-специальное;менеджер высшего звена;< 50;0;20;52;Другое;ООО;холост / не замужем;1;1;1;1;1;0;1;0;0;0;0;0;1;3;1;0;0;8;8;0;0;0;0;0;0;0
