Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
17;1172977;2НДФЛ;Ремонт;1;0.36;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1172997;Форма банка (без печати работодателя);Ремонт;1;0.17;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;86;38;Торговля;ООО;женат / замужем;0;0;0;0;0;0.031496063;0;0;0;0;0.1111111111;1;8;123;9;1;3;8;110;1;0;0;0;0;0;0
17;1173017;Форма банка (без печати работодателя);Ремонт;0;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;12;53;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173037;Форма банка (без печати работодателя);Ремонт;1;0.58;мужской;0;0;среднее-специальное;специалист;>250;0;43;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173057;Поступление зарплаты на счет;Ремонт;0;0.23;мужской;0;0;высшее;менеджер среднего звена;>250;0;98;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173077;Форма банка (без печати работодателя);Ремонт;1;0.51;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173097;2НДФЛ;Покупка автомобиля;1;0.45;мужской;0;0;высшее;менеджер высшего звена;< 50;0;68;58;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173117;Форма банка (без печати работодателя);Ремонт;1;0.16;женский;2;0;высшее;специалист;>250;0;47;42;Информационные технологии;ООО;повторный брак;1;0;0;0;0;0.0465116279;0;0;0;0;0;0;3;41;3;0;2;21;31;1;0;0;0;0;0;0
17;1173137;2НДФЛ;Покупка автомобиля;1;0.37;женский;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173157;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;1;0;высшее;торговый представитель;>250;0;53;29;Торговля;ООО;женат / замужем;2;1;1;0;0;0.0483870968;0;1;1;1;0.2142857143;3;11;177;14;2;1;0;92;1;1;0;0;0;0;0
17;1173177;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;0;0;высшее;менеджер среднего звена;>250;0;11;44;Другое;Иная форма;холост / не замужем;1;0;0;0;0;0.1527272727;1;0;0;0;0.25;2;6;233;8;2;0;25;95;1;0;0;0;0;0;0
17;1173197;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.21;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;96;54;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0096153846;1;0;0;0;0.6;3;2;103;5;2;1;17;85;1;0;0;0;0;0;0
17;1173217;Поступление зарплаты на счет;Покупка автомобиля;0;0.41;мужской;2;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173237;2НДФЛ;Ремонт;1;0.52;мужской;0;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173257;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173277;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.58;мужской;0;0;высшее;рабочий;>250;0;7;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173297;Форма банка (без печати работодателя);Ремонт;1;0.25;мужской;0;0;высшее;менеджер высшего звена;>250;0;68;49;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0833333333;1;0;0;0;0.5;1;1;22;2;1;0;16;84;1;0;0;0;0;0;0
17;1173317;Поступление зарплаты на счет;Покупка автомобиля;0;0.27;женский;0;0;высшее;специалист;>250;0;101;29;Торговля;ЗАО;холост / не замужем;1;1;1;1;1;0;0;1;0;0;1;1;0;6;1;0;0;5;5;0;0;0;0;0;0;0
17;1173337;Форма банка (без печати работодателя);Ремонт;0;0.58;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;66;28;Торговля;ООО;женат / замужем;2;2;2;2;1;0;1;0;0;0;0;1;2;34;3;1;1;11;76;0;0;0;0;0;0;0
17;1173357;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.38;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;117;47;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0;0;4;17;4;0;0;14;105;0;0;0;0;0;0;0
17;1173377;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.48;женский;0;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173397;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.19;мужской;1;0;высшее;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173417;2НДФЛ;Ремонт;1;0.47;женский;0;0;высшее;вспомогательный персонал;>250;0;8;39;Торговля;ЗАО;женат / замужем;3;1;1;0;0;0.0363636364;0;1;0;0;0.2727272727;3;8;159;11;2;0;4;79;1;0;0;0;0;0;0
17;1173437;Свободная форма с печатью работодателя;Ремонт;1;0.35;женский;1;0;высшее;менеджер среднего звена;< 50;3;69;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173457;2НДФЛ;Ремонт;0;0.14;мужской;0;0;высшее;менеджер среднего звена;>250;0;27;28;Торговля;ЗАО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173477;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;13;26;Торговля;ООО;разведен / разведена;4;3;2;2;2;0;0;0;0;0;0.25;1;3;60;4;0;0;18;62;0;0;0;0;0;0;0
17;1173497;Форма банка (без печати работодателя);Другое;0;0.23;мужской;1;0;высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173517;2НДФЛ;Ремонт;1;0.48;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173537;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;3;0;высшее;менеджер среднего звена;>250;0;36;39;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173557;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;35;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173577;2НДФЛ;Покупка автомобиля;1;0.29;мужской;2;0;высшее;менеджер среднего звена;< 50;0;7;38;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0289855072;1;1;0;0;0.2857142857;2;5;67;7;2;1;4;66;1;0;0;0;0;0;0
17;1173597;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;23;28;Торговля;ООО;холост / не замужем;2;2;2;1;0;0;0;0;0;0;0.5;1;1;11;2;0;0;11;17;0;0;0;0;0;0;0
17;1173617;Форма банка (без печати работодателя);Покупка автомобиля;0;0.19;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173637;2НДФЛ;Ремонт;0;0.35;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173657;2НДФЛ;Ремонт;0;0.45;мужской;0;0;высшее;специалист;>250;0;31;23;Информационные технологии;ЗАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;4;1;0;0;21;21;0;0;0;0;0;0;0
17;1173677;Свободная форма с печатью работодателя;Ремонт;0;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;52;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173697;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;рабочий;>250;0;107;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173717;Свободная форма с печатью работодателя;Ремонт;1;0.34;женский;0;0;высшее;менеджер среднего звена;>250;0;39;32;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
17;1173737;2НДФЛ;Ремонт;1;0.44;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173757;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173777;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173797;2НДФЛ;Покупка автомобиля;1;0.41;женский;1;0;высшее;менеджер среднего звена;< 50;1;23;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173817;Форма банка (без печати работодателя);Ремонт;1;0.26;женский;0;0;высшее;специалист;>250;0;67;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173837;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173857;Форма банка (без печати работодателя);Ремонт;0;0.35;женский;0;0;высшее;менеджер высшего звена;>250;0;270;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173877;2НДФЛ;Покупка автомобиля;1;0.5;женский;0;0;высшее;менеджер высшего звена;>250;0;60;26;Торговля;ЗАО;холост / не замужем;2;1;0;0;0;0;0;1;0;0;0.5;3;3;99;6;1;2;4;35;0;0;0;0;0;0;0
17;1173897;2НДФЛ;Покупка недвижимости/ строительство;1;0.56;женский;1;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173917;2НДФЛ;Покупка автомобиля;1;0.59;мужской;2;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173937;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.31;мужской;0;0;высшее;специалист;>250;0;130;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173957;2НДФЛ;Ремонт;0;0.47;мужской;0;0;высшее;рабочий;>250;1;33;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1173977;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.4;женский;1;0;среднее-специальное;специалист;>250;0;10;28;Другое;ООО;разведен / разведена;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
17;1173997;Поступление зарплаты на счет;Ремонт;0;0.09;мужской;2;0;среднее-специальное;менеджер по продажам;>250;0;72;41;Торговля;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0;0;4;10;4;0;0;43;92;0;0;0;0;0;0;0
17;1174017;Форма банка (без печати работодателя);Покупка автомобиля;1;0.2;мужской;3;0;среднее-специальное;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174037;Поступление зарплаты на счет;Ремонт;1;0.15;мужской;0;0;высшее;рабочий;>250;0;7;36;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174057;2НДФЛ;Ремонт;0;0.39;женский;1;0;второе высшее;специалист;>250;3;85;39;Другое;ООО;женат / замужем;2;2;2;0;0;0.484375;0;0;0;0;0.5;3;1;33;4;2;0;6;77;1;1;1;1;0;0;0
17;1174077;2НДФЛ;Покупка недвижимости/ строительство;0;0.58;мужской;0;0;высшее;специалист;>250;0;179;47;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174097;2НДФЛ;Ремонт;0;0.4;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174117;Поступление зарплаты на счет;Покупка автомобиля;1;0.48;мужской;1;0;высшее;менеджер среднего звена;>250;0;16;29;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174137;Форма банка (без печати работодателя);Ремонт;1;0.18;женский;0;0;высшее;специалист;< 50;0;31;26;Торговля;ООО;женат / замужем;1;1;1;1;0;0;0;0;0;0;1;2;0;17;2;1;0;14;15;0;0;0;0;0;0;0
17;1174157;2НДФЛ;Покупка недвижимости/ строительство;0;0.38;мужской;1;0;высшее;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174177;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;9;37;Торговля;ЗАО;холост / не замужем;3;3;3;0;0;0;0;1;0;0;0.1428571429;1;6;55;7;1;0;4;83;0;0;0;0;0;0;0
17;1174197;Поступление зарплаты на счет;Ремонт;0;0.56;мужской;0;0;высшее;специалист;>250;0;15;46;Другое;ООО;женат / замужем;5;5;0;0;0;0;1;1;1;1;0.3333333333;2;4;51;6;1;1;1;87;0;0;0;0;0;0;0
17;1174217;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.14;мужской;1;0;высшее;менеджер по продажам;>250;0;38;38;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;1;4;1;0;0;45;45;0;0;0;0;0;0;0
17;1174237;Поступление зарплаты на счет;Ремонт;0;0.45;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;63;28;Торговля;ООО;женат / замужем;1;0;0;0;0;0.2790697674;0;1;0;0;1;3;0;31;3;2;0;5;19;1;0;0;0;0;0;0
17;1174257;2НДФЛ;Ремонт;1;0.52;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174277;Поступление зарплаты на счет;Ремонт;1;0.21;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;110;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174297;;Покупка недвижимости/ строительство;0;;женский;0;0;высшее;другое;;1;38;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174317;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.41;женский;0;0;высшее;специалист;>250;0;36;24;Торговля;ООО;женат / замужем;4;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
17;1174337;2НДФЛ;Ремонт;1;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;41;48;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174357;2НДФЛ;Ремонт;1;0.43;женский;1;0;высшее;вспомогательный персонал;< 50;3;20;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174377;2НДФЛ;Ремонт;0;0.25;мужской;2;0;среднее-специальное;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174397;Поступление зарплаты на счет;Покупка автомобиля;1;0.33;мужской;1;0;высшее;специалист;>250;0;92;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174417;2НДФЛ;Ремонт;0;0.36;мужской;1;0;высшее;менеджер высшего звена;< 50;0;20;35;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0615384615;1;1;1;0;0.5714285714;4;3;61;7;3;1;2;67;1;0;0;0;0;0;0
17;1174437;2НДФЛ;Ремонт;1;0.44;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;62;36;Информационные технологии;ООО;гражданский брак;2;2;1;1;0;0.0585365854;1;0;0;0;0.25;3;5;193;8;0;2;3;96;1;1;1;1;0;0;0
17;1174457;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;0;0;высшее;менеджер высшего звена;>250;0;71;57;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174477;Форма банка (без печати работодателя);Ремонт;0;0.3;мужской;0;0;среднее-специальное;рабочий;< 50;0;31;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174497;2НДФЛ;Ремонт;1;;женский;0;0;высшее;другое;;1;12;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174517;2НДФЛ;Ремонт;0;0.41;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174537;2НДФЛ;Ремонт;1;0.58;мужской;1;0;незаконченное высшее;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174557;2НДФЛ;Покупка автомобиля;0;0.47;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;17;32;Торговля;ООО;женат / замужем;1;1;1;1;1;0.1333333333;0;1;0;0;0.5;1;1;13;2;0;0;4;24;1;0;0;0;0;0;0
17;1174577;Поступление зарплаты на счет;Ремонт;1;0.19;мужской;0;0;среднее-специальное;рабочий;>250;1;193;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174597;2НДФЛ;Покупка недвижимости/ строительство;1;0.4;мужской;1;0;высшее;специалист;>250;0;26;38;Торговля;ООО;женат / замужем;2;2;1;1;1;0.6315789474;1;1;0;0;0.4;2;3;42;5;1;0;4;76;1;1;1;1;0;0;0
17;1174617;2НДФЛ;Ремонт;0;0.45;женский;1;0;высшее;вспомогательный персонал;>250;3;6;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174637;2НДФЛ;Ремонт;1;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174657;2НДФЛ;Покупка недвижимости/ строительство;0;0.43;мужской;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174677;2НДФЛ;Ремонт;1;0.49;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174697;Поступление зарплаты на счет;Ремонт;0;0.14;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174717;Форма банка (без печати работодателя);Ремонт;1;0.56;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;38;48;Другое;ООО;женат / замужем;0;0;0;0;0;0.1557971014;0;0;0;0;0.2727272727;3;8;233;11;2;0;9;105;1;1;1;1;0;0;1
17;1174737;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174757;2НДФЛ;Ремонт;0;0.35;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174777;Свободная форма с печатью работодателя;Ремонт;1;0.5;женский;1;0;высшее;специалист;>250;0;87;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174797;Форма банка (без печати работодателя);Ремонт;0;0.14;мужской;1;0;высшее;вспомогательный персонал;>250;0;60;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174817;2НДФЛ;Ремонт;0;0.47;мужской;0;0;второе высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174837;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;менеджер высшего звена;< 50;0;57;46;Другое;ООО;женат / замужем;2;1;1;1;1;0.195;1;0;0;0;0.2;2;8;161;10;2;1;10;105;1;1;1;1;0;0;0
17;1174857;Форма банка (без печати работодателя);Ремонт;0;0.44;мужской;0;0;среднее-специальное;специалист;>250;0;13;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174877;2НДФЛ;Ремонт;0;0.28;мужской;0;0;высшее;специалист;>250;0;16;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174897;Свободная форма с печатью работодателя;Ремонт;0;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;19;36;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0142857143;1;0;0;0;0.5;3;3;138;6;2;0;11;83;1;0;0;0;0;0;0
17;1174917;Свободная форма с печатью работодателя;Ремонт;1;0.21;женский;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174937;2НДФЛ;Ремонт;0;0.25;женский;0;0;высшее;специалист;>250;0;87;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1174957;2НДФЛ;Покупка недвижимости/ строительство;0;0.48;мужской;0;0;среднее-специальное;менеджер среднего звена;< 50;0;6;51;Сельское и лесное хозяйство;Индивидуальный предприниматель;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;27;2;1;0;47;75;0;0;0;0;0;0;0
17;1174977;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.17;мужской;2;0;высшее;специалист;>250;0;148;35;Другое;ОАО;женат / замужем;2;2;2;2;2;0;1;0;0;0;0.5;2;2;71;4;1;1;19;79;0;0;0;0;0;0;0
17;1174997;2НДФЛ;Ремонт;1;0.49;мужской;1;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175017;Свободная форма с печатью работодателя;Ремонт;1;0.43;мужской;0;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175037;Форма банка (без печати работодателя);Покупка земли;0;0.17;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;16;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175057;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;1;0;высшее;специалист;>250;0;28;28;Другое;ООО;женат / замужем;1;1;1;1;1;0.02;0;0;0;0;1;3;0;49;3;2;0;26;40;1;0;0;0;0;0;0
17;1175077;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.15;мужской;0;0;высшее;менеджер среднего звена;< 50;0;72;32;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0887096774;0;0;0;0;0.2;2;8;113;10;1;2;18;73;1;1;0;0;0;0;0
17;1175097;;Ремонт;0;;женский;2;0;высшее;другое;;1;78;42;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175117;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175137;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175157;Форма банка (без печати работодателя);Покупка автомобиля;0;0.32;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;48;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175177;2НДФЛ;Ремонт;1;0.59;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;3;422;55;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175197;2НДФЛ;Покупка автомобиля;1;0.4;мужской;1;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175217;Свободная форма с печатью работодателя;Ремонт;1;0.37;мужской;0;0;высшее;рабочий;>250;3;76;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175237;Поступление зарплаты на счет;Ремонт;1;0.46;женский;0;0;высшее;менеджер среднего звена;>250;0;132;45;Торговля;ООО;холост / не замужем;3;3;3;3;3;0;0;0;0;0;0.5;2;2;29;4;0;0;13;67;0;0;0;0;0;0;0
17;1175257;Поступление зарплаты на счет;Покупка автомобиля;0;0.36;мужской;0;0;второе высшее;специалист;< 50;0;10;23;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;4;1;0;0;16;16;0;0;0;0;0;0;0
17;1175277;2НДФЛ;Покупка автомобиля;0;0.28;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175297;2НДФЛ;Ремонт;0;0.37;мужской;1;0;среднее-специальное;специалист;>250;1;17;29;Торговля;ООО;женат / замужем;3;3;3;3;3;0.0697674419;0;1;0;0;0.4;2;3;40;5;1;1;4;39;1;0;0;0;0;0;0
17;1175317;2НДФЛ;Покупка автомобиля;0;0.45;женский;0;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175337;Форма банка (без печати работодателя);Покупка автомобиля;0;0.4;мужской;1;0;среднее;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175357;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;1;0;среднее;специалист;< 50;0;126;31;Торговля;Индивидуальный предприниматель;женат / замужем;1;1;1;1;1;0.1104651163;0;0;0;0;0.5;3;3;153;6;2;1;5;61;1;0;0;0;0;0;0
17;1175377;Форма банка (без печати работодателя);Отпуск;1;0.42;женский;2;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;8;31;Торговля;ООО;женат / замужем;2;1;1;1;1;0.0454545455;1;0;0;0;1;3;0;21;3;2;0;8;12;1;0;0;0;0;0;0
17;1175397;2НДФЛ;Ремонт;1;0.21;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;0;257;52;Торговля;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;1;2;45;3;0;1;32;99;0;0;0;0;0;0;0
17;1175417;2НДФЛ;Ремонт;1;0.21;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175437;2НДФЛ;Ремонт;1;0.43;мужской;3;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175457;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;0;0;высшее;рабочий;>250;0;15;39;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.5238095238;1;0;0;0;0.25;1;3;20;4;0;0;14;81;1;1;1;1;1;0;0
17;1175477;Форма банка (без печати работодателя);Ремонт;0;0.42;женский;1;0;среднее-специальное;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;1175497;2НДФЛ;Покупка автомобиля;1;0.33;мужской;2;0;высшее;менеджер среднего звена;>250;0;83;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
